text,tokens,ner_tags,spacy_ner_tags
Quels sont les meilleurs horaires pour aller de LE CHESNAY-ROCQUENCOURT à GAP sans embouteillages ?,"['Quels', 'sont', 'les', 'meilleurs', 'horaires', 'pour', 'aller', 'de', 'LE', 'CHESNAY', '-', 'ROCQUENCOURT', 'à', 'GAP', 'sans', 'embouteillages', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]","[{'start': 48, 'end': 71, 'label': 'DEP'}, {'start': 74, 'end': 77, 'label': 'ARR'}]"
Trouve-moi un trajet pratique pour aller de TROYES à ROUEN en soirée.,"['Trouve', '-moi', 'un', 'trajet', 'pratique', 'pour', 'aller', 'de', 'TROYES', 'à', 'ROUEN', 'en', 'soirée', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 44, 'end': 50, 'label': 'DEP'}, {'start': 53, 'end': 58, 'label': 'ARR'}]"
Comment faire pour éviter les détours entre SAINT-BENOÎT et NOISY-LE-GRAND ?,"['Comment', 'faire', 'pour', 'éviter', 'les', 'détours', 'entre', 'SAINT-BENOÎT', 'et', 'NOISY-LE-GRAND', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 44, 'end': 56, 'label': 'DEP'}, {'start': 60, 'end': 74, 'label': 'ARR'}]"
Est-ce que des services privés opèrent entre MANTES-LA-VILLE et CAMBRAI ?,"['Est', '-ce', 'que', 'des', 'services', 'privés', 'opèrent', 'entre', 'MANTES-LA-VILLE', 'et', 'CAMBRAI', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 45, 'end': 60, 'label': 'DEP'}, {'start': 64, 'end': 71, 'label': 'ARR'}]"
Peux-tu m'aider à organiser un trajet sans escale de BERGERAC à TROYES ?,"['Peux', '-', 'tu', ""m'"", 'aider', 'à', 'organiser', 'un', 'trajet', 'sans', 'escale', 'de', 'BERGERAC', 'à', 'TROYES', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 53, 'end': 61, 'label': 'DEP'}, {'start': 64, 'end': 70, 'label': 'ARR'}]"
Comment voyager de VALENCE à SAINT-ANDRÉ en prenant un minimum de correspondances ?,"['Comment', 'voyager', 'de', 'VALENCE', 'à', 'SAINT-ANDRÉ', 'en', 'prenant', 'un', 'minimum', 'de', 'correspondances', '?']","[0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[{'start': 19, 'end': 26, 'label': 'DEP'}, {'start': 29, 'end': 40, 'label': 'ARR'}]"
Quels sont les moyens de transport de AMIENS vers COURNON-D'AUVERGNE avec des correspondances rapides ?,"['Quels', 'sont', 'les', 'moyens', 'de', 'transport', 'de', 'AMIENS', 'vers', 'COURNON', '-', ""D'"", 'AUVERGNE', 'avec', 'des', 'correspondances', 'rapides', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 38, 'end': 44, 'label': 'DEP'}, {'start': 50, 'end': 68, 'label': 'ARR'}]"
Est-il possible d'aller de LINGOLSHEIM à CAVAILLON sans prendre d'autoroute ?,"['Est-il', 'possible', ""d'"", 'aller', 'de', 'LINGOLSHEIM', 'à', 'CAVAILLON', 'sans', 'prendre', ""d'"", 'autoroute', '?']","[0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 27, 'end': 38, 'label': 'DEP'}, {'start': 41, 'end': 50, 'label': 'ARR'}]"
Peux-tu me montrer un trajet sans escale entre LENS et CHOISY-LE-ROI ?,"['Peux', '-', 'tu', 'me', 'montrer', 'un', 'trajet', 'sans', 'escale', 'entre', 'LENS', 'et', 'CHOISY-LE-ROI', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 47, 'end': 51, 'label': 'DEP'}, {'start': 55, 'end': 68, 'label': 'ARR'}]"
Puis-je rejoindre LAVAL en train depuis VICHY sans changer de ligne ?,"['Puis', '-je', 'rejoindre', 'LAVAL', 'en', 'train', 'depuis', 'VICHY', 'sans', 'changer', 'de', 'ligne', '?']","[0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[{'start': 40, 'end': 45, 'label': 'DEP'}, {'start': 18, 'end': 23, 'label': 'ARR'}]"
Quels sont les itinéraires simples de LE MÉE-SUR-SEINE à FLEURY-LES-AUBRAIS en transport public ?,"['Quels', 'sont', 'les', 'itinéraires', 'simples', 'de', 'LE', 'MÉE-SUR-SEINE', 'à', 'FLEURY-LES-AUBRAIS', 'en', 'transport', 'public', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]","[{'start': 38, 'end': 54, 'label': 'DEP'}, {'start': 57, 'end': 75, 'label': 'ARR'}]"
Peux-tu trouver un itinéraire peu fréquenté de PUTEAUX à LANNION ?,"['Peux', '-', 'tu', 'trouver', 'un', 'itinéraire', 'peu', 'fréquenté', 'de', 'PUTEAUX', 'à', 'LANNION', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 47, 'end': 54, 'label': 'DEP'}, {'start': 57, 'end': 64, 'label': 'ARR'}]"
Puis-je accéder facilement à ISSY-LES-MOULINEAUX depuis SAINT-PRIEST en vélo ?,"['Puis', '-je', 'accéder', 'facilement', 'à', 'ISSY-LES-MOULINEAUX', 'depuis', 'SAINT-PRIEST', 'en', 'vélo', '?']","[0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0]","[{'start': 56, 'end': 68, 'label': 'DEP'}, {'start': 29, 'end': 48, 'label': 'ARR'}]"
Montre-moi les options de transports durables de LE PLESSIS-TRÉVISE à ROISSY-EN-BRIE.,"['Montre', '-moi', 'les', 'options', 'de', 'transports', 'durables', 'de', 'LE', 'PLESSIS-TRÉVISE', 'à', 'ROISSY-EN-BRIE', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 49, 'end': 67, 'label': 'DEP'}, {'start': 70, 'end': 84, 'label': 'ARR'}]"
Puis-je voyager entre CHAMPIGNY-SUR-MARNE et MANOSQUE avec un vélo ?,"['Puis', '-je', 'voyager', 'entre', 'CHAMPIGNY-SUR-MARNE', 'et', 'MANOSQUE', 'avec', 'un', 'vélo', '?']","[0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0]","[{'start': 22, 'end': 41, 'label': 'DEP'}, {'start': 45, 'end': 53, 'label': 'ARR'}]"
Montre-moi le chemin pour aller de BOBIGNY à CHERBOURG-EN-COTENTIN à pied.,"['Montre', '-moi', 'le', 'chemin', 'pour', 'aller', 'de', 'BOBIGNY', 'à', 'CHERBOURG-EN-COTENTIN', 'à', 'pied', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 35, 'end': 42, 'label': 'DEP'}, {'start': 45, 'end': 66, 'label': 'ARR'}]"
Quels sont les itinéraires les moins chers entre ANGLET et DÉCINES-CHARPIEU ?,"['Quels', 'sont', 'les', 'itinéraires', 'les', 'moins', 'chers', 'entre', 'ANGLET', 'et', 'DÉCINES', '-', 'CHARPIEU', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[{'start': 49, 'end': 55, 'label': 'DEP'}, {'start': 59, 'end': 75, 'label': 'ARR'}]"
Peux-tu m'indiquer le trajet le plus rapide entre SAINTE-SUZANNE et LE GOSIER en bus ?,"['Peux', '-', 'tu', ""m'"", 'indiquer', 'le', 'trajet', 'le', 'plus', 'rapide', 'entre', 'SAINTE-SUZANNE', 'et', 'LE', 'GOSIER', 'en', 'bus', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[{'start': 50, 'end': 64, 'label': 'DEP'}, {'start': 68, 'end': 77, 'label': 'ARR'}]"
Quels sont les itinéraires peu coûteux de MONTAUBAN à SAINT-LAURENT-DU-VAR en covoiturage ?,"['Quels', 'sont', 'les', 'itinéraires', 'peu', 'coûteux', 'de', 'MONTAUBAN', 'à', 'SAINT-LAURENT-DU-VAR', 'en', 'covoiturage', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 42, 'end': 51, 'label': 'DEP'}, {'start': 54, 'end': 74, 'label': 'ARR'}]"
Est-ce que je peux aller de MANTES-LA-VILLE à BEAUVAIS sans payer de péages ?,"['Est', '-ce', 'que', 'je', 'peux', 'aller', 'de', 'MANTES-LA-VILLE', 'à', 'BEAUVAIS', 'sans', 'payer', 'de', 'péages', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 28, 'end': 43, 'label': 'DEP'}, {'start': 46, 'end': 54, 'label': 'ARR'}]"
Combien coûte un trajet de CAEN à ARLES en taxi ?,"['Combien', 'coûte', 'un', 'trajet', 'de', 'CAEN', 'à', 'ARLES', 'en', 'taxi', '?']","[0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 27, 'end': 31, 'label': 'DEP'}, {'start': 34, 'end': 39, 'label': 'ARR'}]"
Trouve-moi une option rapide de MASSY à ATHIS-MONS en bus.,"['Trouve', '-moi', 'une', 'option', 'rapide', 'de', 'MASSY', 'à', 'ATHIS', '-', 'MONS', 'en', 'bus', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[{'start': 32, 'end': 37, 'label': 'DEP'}, {'start': 40, 'end': 50, 'label': 'ARR'}]"
Est-ce que je peux voyager de TORCY à LES LILAS sans changer de ligne de métro ?,"['Est', '-ce', 'que', 'je', 'peux', 'voyager', 'de', 'TORCY', 'à', 'LES', 'LILAS', 'sans', 'changer', 'de', 'ligne', 'de', 'métro', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 30, 'end': 35, 'label': 'DEP'}, {'start': 38, 'end': 47, 'label': 'ARR'}]"
Puis-je prendre une correspondance directe entre FLEURY-LES-AUBRAIS et MAISONS-LAFFITTE ?,"['Puis', '-je', 'prendre', 'une', 'correspondance', 'directe', 'entre', 'FLEURY-LES-AUBRAIS', 'et', 'MAISONS', '-', 'LAFFITTE', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[{'start': 49, 'end': 67, 'label': 'DEP'}, {'start': 71, 'end': 87, 'label': 'ARR'}]"
Comment me rendre de LAMBERSART à GARGES-LÈS-GONESSE en évitant les zones à fort trafic ?,"['Comment', 'me', 'rendre', 'de', 'LAMBERSART', 'à', 'GARGES-LÈS-GONESSE', 'en', 'évitant', 'les', 'zones', 'à', 'fort', 'trafic', '?']","[0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 21, 'end': 31, 'label': 'DEP'}, {'start': 34, 'end': 52, 'label': 'ARR'}]"
Quels sont les horaires des trams pour aller de PÉRIGUEUX à ROMAINVILLE ?,"['Quels', 'sont', 'les', 'horaires', 'des', 'trams', 'pour', 'aller', 'de', 'PÉRIGUEUX', 'à', 'ROMAINVILLE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 48, 'end': 57, 'label': 'DEP'}, {'start': 60, 'end': 71, 'label': 'ARR'}]"
Quels sont les trajets en vélo disponibles entre SAINT-JEAN-DE-BRAYE et AUBAGNE ?,"['Quels', 'sont', 'les', 'trajets', 'en', 'vélo', 'disponibles', 'entre', 'SAINT-JEAN-DE-BRAYE', 'et', 'AUBAGNE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 49, 'end': 68, 'label': 'DEP'}, {'start': 72, 'end': 79, 'label': 'ARR'}]"
Y a-t-il des trajets touristiques entre HAGUENAU et MAMOUDZOU ?,"['Y', 'a', '-t', '-il', 'des', 'trajets', 'touristiques', 'entre', 'HAGUENAU', 'et', 'MAMOUDZOU', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 40, 'end': 48, 'label': 'DEP'}, {'start': 52, 'end': 61, 'label': 'ARR'}]"
Quels sont les moyens de transport alternatifs de SAINT-CYR-L'ÉCOLE à DRAVEIL ?,"['Quels', 'sont', 'les', 'moyens', 'de', 'transport', 'alternatifs', 'de', ""SAINT-CYR-L'ÉCOLE"", 'à', 'DRAVEIL', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 50, 'end': 67, 'label': 'DEP'}, {'start': 70, 'end': 77, 'label': 'ARR'}]"
Comment puis-je atteindre BOURGES depuis LONGJUMEAU avec un vélo électrique ?,"['Comment', 'puis', '-je', 'atteindre', 'BOURGES', 'depuis', 'LONGJUMEAU', 'avec', 'un', 'vélo', 'électrique', '?']","[0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0]","[{'start': 41, 'end': 51, 'label': 'DEP'}, {'start': 26, 'end': 33, 'label': 'ARR'}]"
Quels sont les trajets disponibles de NOISY-LE-GRAND à LE ROBERT de façon durable ?,"['Quels', 'sont', 'les', 'trajets', 'disponibles', 'de', 'NOISY-LE-GRAND', 'à', 'LE', 'ROBERT', 'de', 'façon', 'durable', '?']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[{'start': 38, 'end': 52, 'label': 'DEP'}, {'start': 55, 'end': 64, 'label': 'ARR'}]"
Puis-je aller de PETIT-BOURG à LYON en transport public sans changement ?,"['Puis', '-je', 'aller', 'de', 'PETIT-BOURG', 'à', 'LYON', 'en', 'transport', 'public', 'sans', 'changement', '?']","[0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]","[{'start': 17, 'end': 28, 'label': 'DEP'}, {'start': 31, 'end': 35, 'label': 'ARR'}]"
Quels sont les trajets économiques de CACHAN à ARRAS ?,"['Quels', 'sont', 'les', 'trajets', 'économiques', 'de', 'CACHAN', 'à', 'ARRAS', '?']","[0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 38, 'end': 44, 'label': 'DEP'}, {'start': 47, 'end': 52, 'label': 'ARR'}]"
Quels sont les trajets les plus rapides de ANGLET à SAINT-MICHEL-SUR-ORGE en heure de pointe ?,"['Quels', 'sont', 'les', 'trajets', 'les', 'plus', 'rapides', 'de', 'ANGLET', 'à', 'SAINT-MICHEL-SUR-ORGE', 'en', 'heure', 'de', 'pointe', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 43, 'end': 49, 'label': 'DEP'}, {'start': 52, 'end': 73, 'label': 'ARR'}]"
Comment aller de BRIE-COMTE-ROBERT à SAINT-PRIEST avec un accès facilité pour personnes à mobilité réduite ?,"['Comment', 'aller', 'de', 'BRIE', '-', 'COMTE', '-', 'ROBERT', 'à', 'SAINT-PRIEST', 'avec', 'un', 'accès', 'facilité', 'pour', 'personnes', 'à', 'mobilité', 'réduite', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 17, 'end': 34, 'label': 'DEP'}, {'start': 37, 'end': 49, 'label': 'ARR'}]"
Est-ce qu’il y a un bus express entre TAVERNY et BRIVE-LA-GAILLARDE ?,"['Est', '-ce', 'qu’', 'il', 'y', 'a', 'un', 'bus', 'express', 'entre', 'TAVERNY', 'et', 'BRIVE-LA-GAILLARDE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 38, 'end': 45, 'label': 'DEP'}, {'start': 49, 'end': 67, 'label': 'ARR'}]"
Peux-tu me trouver un itinéraire de MILLAU à CORMEILLES-EN-PARISIS sans détour ?,"['Peux', '-', 'tu', 'me', 'trouver', 'un', 'itinéraire', 'de', 'MILLAU', 'à', 'CORMEILLES-EN-PARISIS', 'sans', 'détour', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 36, 'end': 42, 'label': 'DEP'}, {'start': 45, 'end': 66, 'label': 'ARR'}]"
Quels sont les meilleurs moyens de rejoindre ALÈS depuis POITIERS la nuit ?,"['Quels', 'sont', 'les', 'meilleurs', 'moyens', 'de', 'rejoindre', 'ALÈS', 'depuis', 'POITIERS', 'la', 'nuit', '?']","[0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0]","[{'start': 57, 'end': 65, 'label': 'DEP'}, {'start': 45, 'end': 49, 'label': 'ARR'}]"
Combien coûte un billet pour un trajet direct entre CARCASSONNE et CHARTRES ?,"['Combien', 'coûte', 'un', 'billet', 'pour', 'un', 'trajet', 'direct', 'entre', 'CARCASSONNE', 'et', 'CHARTRES', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 52, 'end': 63, 'label': 'DEP'}, {'start': 67, 'end': 75, 'label': 'ARR'}]"
Quels sont les trajets disponibles entre CHAUMONT et VILLIERS-SUR-MARNE avec un transfert rapide ?,"['Quels', 'sont', 'les', 'trajets', 'disponibles', 'entre', 'CHAUMONT', 'et', 'VILLIERS-SUR-MARNE', 'avec', 'un', 'transfert', 'rapide', '?']","[0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 41, 'end': 49, 'label': 'DEP'}, {'start': 53, 'end': 71, 'label': 'ARR'}]"
Puis-je utiliser une voie réservée pour aller de LONGJUMEAU à CLAMART ?,"['Puis', '-je', 'utiliser', 'une', 'voie', 'réservée', 'pour', 'aller', 'de', 'LONGJUMEAU', 'à', 'CLAMART', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 49, 'end': 59, 'label': 'DEP'}, {'start': 62, 'end': 69, 'label': 'ARR'}]"
Quels sont les meilleurs trajets pour aller de ÉPINAY-SUR-SEINE à MARCQ-EN-BARŒUL en mode rapide ?,"['Quels', 'sont', 'les', 'meilleurs', 'trajets', 'pour', 'aller', 'de', 'ÉPINAY-SUR-SEINE', 'à', 'MARCQ-EN-BARŒUL', 'en', 'mode', 'rapide', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0]","[{'start': 47, 'end': 63, 'label': 'DEP'}, {'start': 66, 'end': 81, 'label': 'ARR'}]"
Quels moyens de transport sont les plus sûrs pour un trajet de BEZONS à FORBACH ?,"['Quels', 'moyens', 'de', 'transport', 'sont', 'les', 'plus', 'sûrs', 'pour', 'un', 'trajet', 'de', 'BEZONS', 'à', 'FORBACH', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 63, 'end': 69, 'label': 'DEP'}, {'start': 72, 'end': 79, 'label': 'ARR'}]"
Puis-je me rendre de ROMANS-SUR-ISÈRE à ALLAUCH avec une navette écolo ?,"['Puis', '-je', 'me', 'rendre', 'de', 'ROMANS-SUR-ISÈRE', 'à', 'ALLAUCH', 'avec', 'une', 'navette', 'écolo', '?']","[0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 21, 'end': 37, 'label': 'DEP'}, {'start': 40, 'end': 47, 'label': 'ARR'}]"
Quels sont les trajets à faible coût pour aller de GRIGNY à SAINT-MÉDARD-EN-JALLES en semaine ?,"['Quels', 'sont', 'les', 'trajets', 'à', 'faible', 'coût', 'pour', 'aller', 'de', 'GRIGNY', 'à', 'SAINT-MÉDARD-EN-JALLES', 'en', 'semaine', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 51, 'end': 57, 'label': 'DEP'}, {'start': 60, 'end': 82, 'label': 'ARR'}]"
Quels sont les moyens de transport avec une connexion Wi-Fi de VILLEJUIF à MONTÉLIMAR ?,"['Quels', 'sont', 'les', 'moyens', 'de', 'transport', 'avec', 'une', 'connexion', 'Wi', '-', 'Fi', 'de', 'VILLEJUIF', 'à', 'MONTÉLIMAR', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 63, 'end': 72, 'label': 'DEP'}, {'start': 75, 'end': 85, 'label': 'ARR'}]"
Puis-je aller de ÉPERNAY à CERGY sans correspondance en heure creuse ?,"['Puis', '-je', 'aller', 'de', 'ÉPERNAY', 'à', 'CERGY', 'sans', 'correspondance', 'en', 'heure', 'creuse', '?']","[0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]","[{'start': 17, 'end': 24, 'label': 'DEP'}, {'start': 27, 'end': 32, 'label': 'ARR'}]"
Quels trajets incluent des options de restauration entre CHAMPIGNY-SUR-MARNE et VIGNEUX-SUR-SEINE ?,"['Quels', 'trajets', 'incluent', 'des', 'options', 'de', 'restauration', 'entre', 'CHAMPIGNY-SUR-MARNE', 'et', 'VIGNEUX-SUR-SEINE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 57, 'end': 76, 'label': 'DEP'}, {'start': 80, 'end': 97, 'label': 'ARR'}]"
Quels sont les trajets en transports partagés pour aller de MONT-SAINT-AIGNAN à ALLAUCH ?,"['Quels', 'sont', 'les', 'trajets', 'en', 'transports', 'partagés', 'pour', 'aller', 'de', 'MONT-SAINT-AIGNAN', 'à', 'ALLAUCH', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 60, 'end': 77, 'label': 'DEP'}, {'start': 80, 'end': 87, 'label': 'ARR'}]"
Combien de temps dure un trajet direct de bus de FORBACH à AURILLAC ?,"['Combien', 'de', 'temps', 'dure', 'un', 'trajet', 'direct', 'de', 'bus', 'de', 'FORBACH', 'à', 'AURILLAC', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 49, 'end': 56, 'label': 'DEP'}, {'start': 59, 'end': 67, 'label': 'ARR'}]"
Quels sont les trajets directs en bus de GUYANCOURT à DAX avec moins d'arrêts ?,"['Quels', 'sont', 'les', 'trajets', 'directs', 'en', 'bus', 'de', 'GUYANCOURT', 'à', 'DAX', 'avec', 'moins', ""d'"", 'arrêts', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 41, 'end': 51, 'label': 'DEP'}, {'start': 54, 'end': 57, 'label': 'ARR'}]"
Peux-tu trouver un itinéraire de YERRES à MALAKOFF pour éviter les péages ?,"['Peux', '-', 'tu', 'trouver', 'un', 'itinéraire', 'de', 'YERRES', 'à', 'MALAKOFF', 'pour', 'éviter', 'les', 'péages', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 33, 'end': 39, 'label': 'DEP'}, {'start': 42, 'end': 50, 'label': 'ARR'}]"
Quels sont les trajets en covoiturage entre ANNEMASSE et CAGNES-SUR-MER en milieu de journée ?,"['Quels', 'sont', 'les', 'trajets', 'en', 'covoiturage', 'entre', 'ANNEMASSE', 'et', 'CAGNES-SUR-MER', 'en', 'milieu', 'de', 'journée', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 44, 'end': 53, 'label': 'DEP'}, {'start': 57, 'end': 71, 'label': 'ARR'}]"
Combien coûte un ticket de métro pour aller de NIORT à SÈVREMOINE ?,"['Combien', 'coûte', 'un', 'ticket', 'de', 'métro', 'pour', 'aller', 'de', 'NIORT', 'à', 'SÈVREMOINE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 47, 'end': 52, 'label': 'DEP'}, {'start': 55, 'end': 65, 'label': 'ARR'}]"
Montre-moi le trajet le plus sûr pour aller de LE GRAND-QUEVILLY à CHÂTILLON en transports publics.,"['Montre', '-moi', 'le', 'trajet', 'le', 'plus', 'sûr', 'pour', 'aller', 'de', 'LE', 'GRAND-QUEVILLY', 'à', 'CHÂTILLON', 'en', 'transports', 'publics', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]","[{'start': 47, 'end': 64, 'label': 'DEP'}, {'start': 67, 'end': 76, 'label': 'ARR'}]"
Comment rejoindre CONFLANS-SAINTE-HONORINE en partant de DRAGUIGNAN sans payer de supplément ?,"['Comment', 'rejoindre', 'CONFLANS', '-', 'SAINTE', '-', 'HONORINE', 'en', 'partant', 'de', 'DRAGUIGNAN', 'sans', 'payer', 'de', 'supplément', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[{'start': 57, 'end': 67, 'label': 'DEP'}, {'start': 18, 'end': 42, 'label': 'ARR'}]"
Puis-je aller de ASNIÈRES-SUR-SEINE à CASTRES sans faire d'escales dans les zones embouteillées ?,"['Puis', '-je', 'aller', 'de', 'ASNIÈRES-SUR-SEINE', 'à', 'CASTRES', 'sans', 'faire', ""d'"", 'escales', 'dans', 'les', 'zones', 'embouteillées', '?']","[0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 17, 'end': 35, 'label': 'DEP'}, {'start': 38, 'end': 45, 'label': 'ARR'}]"
Quels sont les horaires disponibles pour aller de ANNEMASSE à LANNION en covoiturage ?,"['Quels', 'sont', 'les', 'horaires', 'disponibles', 'pour', 'aller', 'de', 'ANNEMASSE', 'à', 'LANNION', 'en', 'covoiturage', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 50, 'end': 59, 'label': 'DEP'}, {'start': 62, 'end': 69, 'label': 'ARR'}]"
Peux-tu me guider vers TOURNEFEUILLE depuis NANCY sans traverser les zones urbaines ?,"['Peux', '-', 'tu', 'me', 'guider', 'vers', 'TOURNEFEUILLE', 'depuis', 'NANCY', 'sans', 'traverser', 'les', 'zones', 'urbaines', '?']","[0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0]","[{'start': 44, 'end': 49, 'label': 'DEP'}, {'start': 23, 'end': 36, 'label': 'ARR'}]"
Quels sont les moyens de transport entre ORANGE et SAVIGNY-LE-TEMPLE en soirée avec peu de marche ?,"['Quels', 'sont', 'les', 'moyens', 'de', 'transport', 'entre', 'ORANGE', 'et', 'SAVIGNY-LE-TEMPLE', 'en', 'soirée', 'avec', 'peu', 'de', 'marche', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[{'start': 41, 'end': 47, 'label': 'DEP'}, {'start': 51, 'end': 68, 'label': 'ARR'}]"
Puis-je prendre un trajet direct de SALON-DE-PROVENCE à MEYZIEU en tram ?,"['Puis', '-je', 'prendre', 'un', 'trajet', 'direct', 'de', 'SALON-DE-PROVENCE', 'à', 'MEYZIEU', 'en', 'tram', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 36, 'end': 53, 'label': 'DEP'}, {'start': 56, 'end': 63, 'label': 'ARR'}]"
Quels sont les trajets rapides de THONON-LES-BAINS à OYONNAX avec un arrêt pour dîner ?,"['Quels', 'sont', 'les', 'trajets', 'rapides', 'de', 'THONON-LES-BAINS', 'à', 'OYONNAX', 'avec', 'un', 'arrêt', 'pour', 'dîner', '?']","[0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]","[{'start': 34, 'end': 50, 'label': 'DEP'}, {'start': 53, 'end': 60, 'label': 'ARR'}]"
